price
60
43
56
63
63
49
26
42
54
48
44
41
35
17
61
19
32
15
80
65
62
66
54
38
69
26
84
15
51
82
25
19
32
45
22
40
57
51
41
32
17
81
51
53
35
23
31
19
52
28
53
31
19
32
63
36
43
16
66
62
41
56
71
31
47
29
34
33
54
35
24
38
67
45
20
25
23
63
23
16
24
47
47
61
54
30
30
63
81
20
41
36
22
52
36
45
83
26
35
47
15
16
43
24
32
41
41
43
55
19
32
26
60
21
21
79
41
50
21
43
63
28
60
64
33
24
63
32
56
34
48
57
31
19
70
25
62
36
19
36
18
54
42
23
31
23
31
26
56
59
33
59
67
27
27
59
29
63
69
66
35
42
26
26
35
49
32
23
70
55
43
39
28
39
23
42
19
78
16
33
59
34
40
52
45
44
47
45
35
25
19
74
28
61
42
42
22
40
38
54
29
19
58
27
41
17
17
18
35
33
24
29
42
32
63
26
38
47
18
16
38
46
17
47
51
32
45
66
62
52
50
39
78
17
62
17
19
15
21
25
23
32
67
44
44
80
18
33
25
30
16
65
62
26
42
37
64
39
22
49
32
68
20
77
19
52
20
82
55
29
20
38
42
32
37
57
54
42
15
31
16
34
42
16
25
65
44
62
45
30
29
23
15
33
62
22
21
62
43
20
30
52
64
42
58
61
59
30
54
33
41
47
36
29
48
41
18
23
59
25
22
27
16
29
62
34
73
24
31
26
66
30
52
65
41
29
64
27
52
50
20
34
67
52
66
43
40
83
41
52
45
18
25
56
46
19
67
63
32
26
41
45
39
65
75
31
47
38
68
34
33
72
50
42
44
44
59
31
60
53
65
31
41
32
62
29
57
74
57
45
32
64
24
17
55
31
19
32
30
28
47
56
57
37
54
24
76
40
71
28
45
42
58
58
52
17
53
79
69
79
37
58
22
22
23
41
45
31
54
27
44
34
73
19
54
31
35
79
28
35
53
24
54
55
27
22
16
81
44
54
78
74
18
18
42
36
67
52
41
30
20
26
66
17
82
52
48
41
31
19
45
25
68
16
42
17
55
58
85
54
19
50
45
22
21
32
54
77
70
18
42
80
52
61
25
36
68
18
21
19
42
66
78
34
52
42
37
25
85
27
46
66
50
36
29
55
18
55
34
25
24
65
46
18
64
22
15
19
18
39
56
31
19
63
41
71
18
55
42
56
69
45
50
52
19
39
16
31
57
33
20
18
18
31
54
31
59
76
18
64
56
40
56
15
20
34
57
24
51
27
42
44
31
61
17
24
66
55
54
51
25
44
63
27
25
70
23
62
53
67
50
43
17
52
57
23
17
19
55
19
41
18
82
45
32
51
37
36
66
60
63
36
70
42
80
33
48
50
37
52
35
22
59
21
60
73
51
29
56
25
49
63
28
22
68
24
41
72
40
57
19
93
20
61
39
19
20
49
18
30
23
21
49
49
67
65
25
16
35
30
21
26
19
48
60
46
47
22
23
74
33
60
29
27
52
50
29
66
33
60
52
32
73
27
56
62
49
58
62
58
20
18
28
19
24
47
59
49
62
71
50
47
34
57
40
28
79
22
16
28
27
31
29
70
60
57
29
32
45
48
26
56
22
16
28
72
33
20
18
74
63
18
34
54
18
37
17
24
24
15
34
24
22
54
55
23
16
15
71
42
57
23
32
18
29
26
56
81
23
32
15
45
46
59
61
39
18
21
65
46
20
16
33
30
20
16
40
53
54
15
46
20
53
57
42
18
30
48
26
24
53
57
23
59
23
34
29
62
70
31
27
49
21
19
48
54
33
27
62
18
73
30
49
29
79
27
19
65
42
27
26
18
21
76
82
16
34
53
35
16
48
38
32
90
40
27
67
67
67
35
56
16
34
29
46
40
44
32
24
69
59
28
19
64
15
18
20
49
65
19
25
54
45
46
69
53
17
41
28
79
69
39
86
58
83
21
19
18
20
43
16
15
37
18
31
15
20
16
34
60
56
29
38
16
59
39
34
42
22
51
88
40
25
50
55
53
60
17
33
27
31
45
47
50
16
57
68
42
73
68
39
28
15
82
49
40
52
48
34
42
17
64
72
53
71
18
64
35
26
47
23
23
69
50
35
53
56
46
24
16
43
35
50
69
18
66
28
41
54
84
18
25
27
67
36
51
50
18
56
24
37
19
83
34
18
24
51
20
25
32
46
17
46
30
62
25
27
30
57
68
52
33
44
57
33
51
16
42
15
22
74
54
24
42
28
44
33
28
26
52
84
22
54
51
70
52
16
63
59
37
58
65
76
38
78
63
28
21
20
31
22
21
60
46
17
47
15
31
32
22
52
33
45
46
47
24
46
37
22
77
62
21
83
41
63
27
75
57
23
63
57
51
46
22
63
28
27
62
18
50
56
61
27
26
44
18
46
57
50
19
17
35
22
73
34
35
65
40
65
45
62
64
34
16
32
20
30
35
48
19
45
44
39
35
35
59
18
41
24
37
30
23
19
17
59
57
51
51
20
32
71
53
23
21
40
58
76
15
79
47
31
23
48
15
57
61
32
58
49
33
78
20
56
46
59
38
37
31
44
15
55
51
45
47
72
32
32
21
47
23
29
55
31
62
17
47
18
19
54
30
50
44
23
26
60
51
50
20
74
33
46
17
45
21
45
77
25
19
50
63
67
28
22
67
85
26
48
75
37
18
27
16
15
28
36
31
20
54
77
19
57
59
37
64
22
32
17
56
31
58
54
28
55
48
34
42
60
50
64
21
25
64
40
56
17
41
18
35
37
38
56
41
39
26
45
24
48
29
27
32
33
39
27
70
44
44
56
18
29
50
64
36
60
47
86
28
32
48
20
36
35
20
38
18
52
19
49
63
66
26
15
20
36
39
43
16
61
15
21
58
34
34
38
46
73
54
57
41
51
17
21
44
52
89
45
79
27
31
61
55
18
35
54
20
57
53
57
22
72
33
67
64
28
25
28
69
35
25
88
60
69
22
46
56
30
84
18
16
54
23
64
37
72
41
65
61
21
32
15
25
15
81
35
18
29
27
23
28
50
18
29
16
62
17
15
29
33
24
68
19
16
51
43
55
50
25
27
28
50
81
58
36
43
25
20
17
22
42
74
24
45
15
49
35
18
59
59
47
20
50
39
18
27
41
43
29
17
27
33
73
19
45
69
65
18
55
64
62
17
81
83
36
45
16
57
19
61
59
46
57
41
22
55
45
65
24
31
72
27
19
63
50
27
65
67
47
17
26
34
15
17
60
32
34
26
25
81
22
42
46
22
20
48
22
16
28
60
20
60
21
30
24
20
65
40
35
61
22
41
46
24
42
70
18
81
22
33
33
54
62
39
27
32
31
28
58
47
66
54
52
46
21
42
53
48
26
20
50
33
54
70
76
19
30
48
50
74
42
40
37
18
48
18
76
67
57
25
55
57
50
32
58
25
63
42
30
27
30
26
59
60
38
57
28
47
39
47
41
32
29
71
64
19
57
40
62
66
39
29
30
46
41
73
16
18
58
47
22
67
53
76
16
26
55
48
25
61
60
37
32
20
25
35
68
76
17
54
16
38
39
52
16
52
68
39
59
38
52
58
46
60
52
24
30
49
77
57
35
18
36
58
77
59
36
47
23
82
59
62
40
57
50
25
18
19
29
47
59
52
45
29
17
16
42
18
24
57
43
36
24
15
64
16
42
33
32
30
29
38
81
43
64
